id,imdb_id,title,original_title,original_language,release_date,release_year,runtime,budget,revenue,profit,popularity,vote_average,vote_count,ratings,status
150540                                                                                              ,tt2096673,Inside Out,Inside Out,en,2015-06-09,2015.0,94.0,175000000.0,857611174.0,682611174.0,23.985587,7.9,6737.0,,Released
158852                                                                                              ,tt1964418,Tomorrowland,Tomorrowland,en,2015-05-19,2015.0,130.0,190000000.0,209154322.0,19154322.0,22.296076,6.2,2904.0,,Released
157827                                                                                              ,tt2217859,Louder Than Bombs,Louder Than Bombs,en,2015-05-18,2015.0,109.0,11000000.0,161789.0,-10838211.0,12.293202,6.7,93.0,,Released
171277                                                                                              ,tt2363449,The House Across the Street,The House Across the Street,en,2015-04-10,2015.0,90.0,0.0,0.0,0.0,0.877618,1.0,3.0,,Post Pro
167810                                                                                              ,tt2366608,Lost River,Lost River,en,2015-04-08,2015.0,95.0,2000000.0,45431.0,-1954569.0,6.640704,5.8,228.0,,Released
147441                                                                                              ,tt1528100,Exodus: Gods and Kings,Exodus: Gods and Kings,en,2014-12-03,2014.0,150.0,140000000.0,268031828.0,128031828.0,16.320249,5.6,1957.0,,Released
112454                                                                                              ,tt1780798,Clown,Clown,en,2014-11-13,2014.0,100.0,0.0,0.0,0.0,6.428814,5.3,372.0,,Released
100042                                                                                              ,tt2096672,Dumb and Dumber To,Dumb and Dumber To,en,2014-11-12,2014.0,110.0,40000000.0,169837010.0,129837010.0,15.402597,5.4,1140.0,,Released
157336                                                                                              ,tt0816692,Interstellar,Interstellar,en,2014-11-05,2014.0,169.0,165000000.0,675120017.0,510120017.0,32.213481,8.1,11187.0,,Released
110390                                                                                              ,tt1883180,A Pigeon Sat on a Branch Reflecting on Existence,En duva satt på en gren och funderade på tillvaron,sv,2014-10-24,2014.0,100.0,0.0,0.0,0.0,6.572818,6.6,107.0,,Released
173327                                                                                              ,tt2404567,From Bedrooms to Billions,From Bedrooms to Billions,en,2014-10-03,2014.0,162.0,0.0,0.0,0.0,0.702079,7.1,4.0,,Released
154400                                                                                              ,tt1600196,The Drop,The Drop,en,2014-09-12,2014.0,106.0,12600000.0,19054534.0,6454534.0,11.695036,6.7,859.0,,Released
170687                                                                                              ,tt0787474,The Boxtrolls,The Boxtrolls,en,2014-09-10,2014.0,97.0,60000000.0,108255770.0,48255770.0,11.563909,6.6,689.0,,Released
126172                                                                                              ,tt2345613,Leprechaun: Origins,Leprechaun: Origins,en,2014-08-22,2014.0,90.0,0.0,0.0,0.0,4.438003,3.8,59.0,,Released
189                                                                                                 ,tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,en,2014-08-20,2014.0,102.0,65000000.0,39407616.0,-25592384.0,20.623642,6.3,1314.0,,Released
157825                                                                                              ,tt2238050,White Bird in a Blizzard,White Bird in a Blizzard,en,2014-08-14,2014.0,91.0,0.0,33821.0,33821.0,12.898498,6.1,289.0,,Released
118340                                                                                              ,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,en,2014-07-30,2014.0,121.0,170000000.0,773328629.0,603328629.0,53.291601,7.9,10014.0,,Released
157849                                                                                              ,tt1972571,A Most Wanted Man,A Most Wanted Man,en,2014-07-25,2014.0,121.0,15000000.0,31554855.0,16554855.0,10.432407,6.5,545.0,,Released
119450                                                                                              ,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,en,2014-06-26,2014.0,130.0,170000000.0,710644566.0,540644566.0,75.385211,7.3,4511.0,,Released
173165                                                                                              ,tt2395228,The King of Arcades,The King of Arcades,en,2014-06-17,2014.0,100.0,175000.0,0.0,-175000.0,0.88805,5.4,7.0,,Released
173917                                                                                              ,tt2405372,Stand Clear of the Closing Doors,Stand Clear of the Closing Doors,en,2014-05-24,2014.0,94.0,0.0,0.0,0.0,0.277707,7.0,4.0,,Released
157851                                                                                              ,tt2172584,Maps to the Stars,Maps to the Stars,en,2014-05-21,2014.0,112.0,0.0,1338365.0,1338365.0,9.431879,5.8,398.0,,Released
157845                                                                                              ,tt2345737,The Rover,The Rover,en,2014-05-18,2014.0,103.0,12250000.0,2295423.0,-9954577.0,6.561373,6.1,295.0,,Released
127585                                                                                              ,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,en,2014-05-15,2014.0,131.0,250000000.0,747862775.0,497862775.0,26.058586,7.5,6155.0,,Released
124905                                                                                              ,tt0831387,Godzilla,Godzilla,en,2014-05-14,2014.0,123.0,160000000.0,529076069.0,369076069.0,14.019239,6.1,3232.0,,Released
157829                                                                                              ,tt3729920,The Disappearance of Eleanor Rigby: Them,The Disappearance of Eleanor Rigby: Them,en,2014-05-14,2014.0,119.0,0.0,985007.0,985007.0,6.266831,6.2,106.0,,Released
157823                                                                                              ,tt2043933,Night Moves,Night Moves,en,2014-04-23,2014.0,112.0,0.0,0.0,0.0,6.35282,5.8,110.0,,Released
155084                                                                                              ,tt2059171,13 Sins,13 Sins,en,2014-04-18,2014.0,93.0,5000000.0,13809.0,-4986191.0,9.067788,6.2,355.0,,Released
105001                                                                                              ,tt2557256,Iceman,冰封俠: 重生之門,cn,2014-04-17,2014.0,103.0,0.0,0.0,0.0,5.087694,4.7,61.0,,Released
157847                                                                                              ,tt2382396,Joe,Joe,en,2014-04-11,2014.0,118.0,4000000.0,2365467.0,-1634533.0,13.784411,6.5,346.0,,Released
159652                                                                                              ,tt2330270,Hank and Asha,Hank and Asha,en,2014-04-11,2014.0,73.0,0.0,0.0,0.0,0.165259,4.0,2.0,,Released
156597                                                                                              ,tt2190838,Stage Fright,Stage Fright,en,2014-04-03,2014.0,89.0,0.0,0.0,0.0,4.478881,5.3,63.0,,Released
144336                                                                                              ,tt1742334,Sabotage,Sabotage,en,2014-03-28,2014.0,110.0,35000000.0,17508518.0,-17491482.0,6.966505,5.5,560.0,,Released
145220                                                                                              ,tt2281587,Muppets Most Wanted,Muppets Most Wanted,en,2014-03-20,2014.0,112.0,50000000.0,80383290.0,30383290.0,7.244956,6.2,318.0,,Released
124470                                                                                              ,tt1988621,Exists,Exists,en,2014-03-17,2014.0,86.0,0.0,0.0,0.0,5.364259,4.8,87.0,,Released
157350                                                                                              ,tt1840309,Divergent,Divergent,en,2014-03-14,2014.0,139.0,85000000.0,288747895.0,203747895.0,21.572585,6.9,4784.0,,Released
169298                                                                                              ,tt2544734,Bullet,Bullet,en,2014-02-25,2014.0,87.0,3000000.0,0.0,-3000000.0,3.282908,4.2,35.0,,Released
164286                                                                                              ,tt2090488,Down and Dangerous,Down and Dangerous,en,2014-02-14,2014.0,95.0,0.0,0.0,0.0,0.671167,4.3,9.0,,Released
106136                                                                                              ,tt2065898,From Above,Chasing Shakespeare,en,2014-02-03,2014.0,112.0,0.0,0.0,0.0,0.371546,0.5,2.0,,Post Pro
169760                                                                                              ,tt2555268,Maidentrip,Maidentrip,en,2014-01-17,2014.0,82.0,0.0,0.0,0.0,1.549318,7.4,27.0,,Released
168530                                                                                              ,tt1408253,Ride Along,Ride Along,en,2014-01-07,2014.0,99.0,25000000.0,153997819.0,128997819.0,9.895752,6.1,867.0,,Released
130150                                                                                              ,tt1967545,Labor Day,Labor Day,en,2013-12-27,2013.0,111.0,18000000.0,20275812.0,2275812.0,6.108646,6.7,306.0,,Released
152737                                                                                              ,tt1322269,August: Osage County,August: Osage County,en,2013-12-26,2013.0,121.0,25000000.0,74188937.0,49188937.0,6.954296,6.9,497.0,,Released
106646                                                                                              ,tt0993846,The Wolf of Wall Street,The Wolf of Wall Street,en,2013-12-25,2013.0,180.0,100000000.0,392000694.0,292000694.0,16.382422,7.9,6768.0,,Released
152601                                                                                              ,tt1798709,Her,Her,en,2013-12-18,2013.0,126.0,23000000.0,47351251.0,24351251.0,13.829515,7.9,4215.0,,Released
158990                                                                                              ,tt2166616,Wrong Cops,Wrong Cops,en,2013-12-18,2013.0,83.0,0.0,0.0,0.0,3.356422,5.9,65.0,,Released
175555                                                                                              ,tt2609758,A Madea Christmas,A Madea Christmas,en,2013-12-13,2013.0,100.0,0.0,0.0,0.0,4.470777,7.0,35.0,,Released
152603                                                                                              ,tt1714915,Only Lovers Left Alive,Only Lovers Left Alive,en,2013-12-12,2013.0,123.0,7000000.0,0.0,-7000000.0,13.594992,7.2,585.0,,Released
168672                                                                                              ,tt1800241,American Hustle,American Hustle,en,2013-12-12,2013.0,138.0,40000000.0,251171807.0,211171807.0,16.478036,6.8,2868.0,,Released
172785                                                                                              ,tt2040367,Expecting,Gus,en,2013-12-06,2013.0,87.0,0.0,0.0,0.0,1.754062,4.9,21.0,,Released
176085                                                                                              ,tt2570738,White Reindeer,White Reindeer,en,2013-12-06,2013.0,82.0,0.0,0.0,0.0,0.787464,5.3,10.0,,Released
137347                                                                                              ,tt2017486,Closer to the Moon,Closer to the Moon,en,2013-11-29,2013.0,112.0,9000000.0,0.0,-9000000.0,1.375615,6.4,13.0,,Released
172803                                                                                              ,tt2094018,Hours,Hours,en,2013-11-29,2013.0,97.0,4000000.0,0.0,-4000000.0,10.053166,6.3,272.0,,Released
167502                                                                                              ,tt1817287,Is the Man Who Is Tall Happy?,Is the Man Who Is Tall Happy?,en,2013-11-22,2013.0,88.0,0.0,0.0,0.0,1.512586,7.1,32.0,,Released
140870                                                                                              ,tt2368672,Minuscule: Valley of the Lost Ants,Minuscule - La vallée des fourmis perdues,xx,2013-11-17,2013.0,89.0,19700000.0,30000000.0,10300000.0,6.583428,6.6,128.0,,Released
101299                                                                                              ,tt1951264,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,en,2013-11-15,2013.0,146.0,130000000.0,847423452.0,717423452.0,25.309139,7.4,6656.0,,Released
169634                                                                                              ,tt2245906,Unforgotten Shadows,Тiнi незабутих предкiв,uk,2013-11-14,2013.0,95.0,1000000.0,0.0,-1000000.0,0.397702,5.0,3.0,,Released
140818                                                                                              ,tt2363213,Ragnarok,Gåten Ragnarok,no,2013-11-11,2013.0,120.0,6500000.0,3721345.0,-2778655.0,11.365247,5.7,59.0,,Released
173465                                                                                              ,tt2514894,Medora,Medora,en,2013-11-08,2013.0,100.0,0.0,0.0,0.0,0.105679,5.0,1.0,,Released
124623                                                                                              ,tt2113683,I Know That Voice,I Know That Voice,en,2013-11-06,2013.0,90.0,0.0,0.0,0.0,6.715162,7.0,43.0,,Released
175427                                                                                              ,tt2130282,These Birds Walk,These Birds Walk,en,2013-11-01,2013.0,71.0,0.0,0.0,0.0,0.593678,8.5,4.0,,Released
166271                                                                                              ,tt2345567,Haunter,Haunter,en,2013-10-25,2013.0,97.0,0.0,0.0,0.0,8.753381,5.9,211.0,,Released
123107                                                                                              ,tt1865393,Hellbenders,Hellbenders,en,2013-10-18,2013.0,87.0,0.0,0.0,0.0,5.28105,5.5,23.0,,Released
152747                                                                                              ,tt2017038,All Is Lost,All Is Lost,en,2013-10-18,2013.0,106.0,9000000.0,6108720.0,-2891280.0,12.74965,6.6,679.0,,Released
171795                                                                                              ,tt2507128,Birth of the Living Dead,Birth of the Living Dead,en,2013-10-18,2013.0,76.0,0.0,0.0,0.0,1.452115,6.6,22.0,,Released
157841                                                                                              ,tt1981107,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,en,2013-10-16,2013.0,105.0,33000000.0,9494789.0,-23505211.0,6.839535,6.7,234.0,,Released
158908                                                                                              ,tt2113075,The Inevitable Defeat of Mister & Pete,The Inevitable Defeat of Mister & Pete,en,2013-10-11,2013.0,108.0,0.0,0.0,0.0,2.476252,7.4,34.0,,Released
159988                                                                                              ,tt2386327,The Institute,The Institute,en,2013-10-11,2013.0,92.0,0.0,0.0,0.0,1.272657,5.8,12.0,,Released
169642                                                                                              ,tt2294965,Zero Charisma,Zero Charisma,en,2013-10-11,2013.0,86.0,0.0,0.0,0.0,2.02344,6.1,18.0,,Released
159942                                                                                              ,tt2507592,An Episode in the Life of an Iron Picker,Epizoda u životu berača željeza,ro,2013-10-10,2013.0,75.0,0.0,0.0,0.0,0.855232,7.3,7.0,,Released
107846                                                                                              ,tt1211956,Escape Plan,Escape Plan,en,2013-10-09,2013.0,115.0,50000000.0,122915111.0,72915111.0,14.191611,6.7,1688.0,,Released
172469                                                                                              ,tt2388759,Love & Air Sex,Love & Air Sex,en,2013-10-08,2013.0,92.0,0.0,0.0,0.0,1.610836,5.0,12.0,,Released
167032                                                                                              ,tt2230358,Curse of Chucky,Curse of Chucky,en,2013-10-04,2013.0,97.0,5000000.0,0.0,-5000000.0,15.771245,5.6,417.0,,Released
115283                                                                                              ,tt1311060,A.C.O.D.,A.C.O.D.,en,2013-10-03,2013.0,88.0,0.0,175705.0,175705.0,5.748809,5.5,106.0,,Released
151933                                                                                              ,tt2268419,Dead in Tombstone,Dead in Tombstone,en,2013-10-01,2013.0,100.0,5200000.0,0.0,-5200000.0,6.065874,4.8,59.0,,Released
159151                                                                                              ,tt2492916,Muscle Shoals,Muscle Shoals,en,2013-09-27,2013.0,111.0,0.0,0.0,0.0,2.155926,7.2,26.0,,Released
174671                                                                                              ,tt2328549,Dark Touch,Dark Touch,en,2013-09-27,2013.0,90.0,0.0,0.0,0.0,2.118377,4.5,41.0,,Released
146238                                                                                              ,tt2364841,Runner Runner,Runner Runner,en,2013-09-24,2013.0,91.0,30000000.0,62616646.0,32616646.0,8.864607,5.5,547.0,,Released
168758                                                                                              ,tt2660332,LFO,LFO,en,2013-09-20,2013.0,94.0,0.0,0.0,0.0,0.391409,6.9,8.0,,Released
169864                                                                                              ,tt2466830,The Short Game,The Short Game,en,2013-09-20,2013.0,100.0,0.0,0.0,0.0,1.537704,7.3,12.0,,Released
158870                                                                                              ,tt2217936,Newlyweeds,Newlyweeds,en,2013-09-18,2013.0,87.0,0.0,0.0,0.0,0.537877,4.8,5.0,,Released
134350                                                                                              ,tt2409302,Why Don't You Play in Hell?,地獄でなぜ悪い,ja,2013-09-14,2013.0,126.0,0.0,0.0,0.0,4.631176,7.0,73.0,,Released
102862                                                                                              ,tt2294679,Informant,Informant,en,2013-09-13,2013.0,80.0,0.0,0.0,0.0,0.760774,5.5,5.0,,Released
168806                                                                                              ,tt2112206,Waltz for Monica,Monica Z,sv,2013-09-13,2013.0,111.0,0.0,0.0,0.0,1.227181,5.9,14.0,,Released
168864                                                                                              ,tt2461034,GMO OMG,GMO OMG,en,2013-09-13,2013.0,90.0,0.0,0.0,0.0,0.757848,7.4,15.0,,Released
172457                                                                                              ,tt2144007,Afterparty,Afterparty,en,2013-09-13,2013.0,80.0,0.0,0.0,0.0,0.716834,3.9,10.0,,Post Pro
106747                                                                                              ,tt2002718,Machete Kills,Machete Kills,en,2013-09-12,2013.0,107.0,12000000.0,15008161.0,3008161.0,9.251084,5.3,642.0,,Released
160768                                                                                              ,tt2210834,Jimmy P.,Jimmy P.,en,2013-09-11,2013.0,117.0,10000000.0,30283.0,-9969717.0,4.50333,6.0,30.0,,Released
132342                                                                                              ,tt2387513,The Liberator,Libertador,es,2013-09-09,2013.0,119.0,50000000.0,0.0,-50000000.0,5.600208,6.4,28.0,,Released
145668                                                                                              ,tt1740476,Butcher Boys,Butcher Boys,en,2013-09-06,2013.0,86.0,0.0,0.0,0.0,1.65166,3.1,17.0,,Released
153774                                                                                              ,tt1992156,The Future,Il futuro,it,2013-09-06,2013.0,94.0,0.0,13983.0,13983.0,1.051148,5.7,9.0,,Released
158864                                                                                              ,tt2254364,American Milkshake,American Milkshake,en,2013-09-06,2013.0,90.0,0.0,0.0,0.0,1.028307,3.8,4.0,,Released
158884                                                                                              ,tt2201548,A Teacher,A Teacher,en,2013-09-06,2013.0,75.0,100000.0,0.0,-100000.0,2.957165,4.5,32.0,,Released
160165                                                                                              ,tt2650642,In the Name of...,W Imię...,pl,2013-09-06,2013.0,102.0,0.0,0.0,0.0,4.891581,6.4,22.0,,Released
156708                                                                                              ,tt2312890,Afternoon Delight,Afternoon Delight,en,2013-08-30,2013.0,95.0,0.0,0.0,0.0,4.573796,6.0,68.0,,Released
157375                                                                                              ,tt2265534,The Lifeguard,The Lifeguard,en,2013-08-30,2013.0,98.0,0.0,0.0,0.0,5.499664,5.2,126.0,,Released
168552                                                                                              ,tt2670524,Youth,Hanoar,he,2013-08-29,2013.0,107.0,0.0,0.0,0.0,0.820013,5.8,4.0,,Released
164558                                                                                              ,tt2515086,One Direction: This Is Us,One Direction: This Is Us,en,2013-08-28,2013.0,92.0,10000000.0,0.0,-10000000.0,5.988929,8.0,209.0,,Released
169644                                                                                              ,tt2140429,Stalled,Stalled,en,2013-08-24,2013.0,81.0,0.0,0.0,0.0,1.957144,5.1,18.0,,Released
172533                                                                                              ,tt2265398,Drinking Buddies,Drinking Buddies,en,2013-08-23,2013.0,90.0,0.0,343341.0,343341.0,7.745083,6.0,361.0,,Released
172847                                                                                              ,tt2012011,Scenic Route,Scenic Route,en,2013-08-23,2013.0,85.0,0.0,0.0,0.0,5.471865,6.2,82.0,,Released
123553                                                                                              ,tt1538403,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,en,2013-08-21,2013.0,130.0,60000000.0,90565421.0,30565421.0,14.336187,6.2,1649.0,,Released
159002                                                                                              ,tt2355540,Cutie and the Boxer,Cutie and the Boxer,en,2013-08-16,2013.0,81.0,0.0,0.0,0.0,1.505666,7.3,31.0,,Released
115348                                                                                              ,tt1413495,Paranoia,Paranoia,en,2013-08-14,2013.0,106.0,35000000.0,13785015.0,-21214985.0,7.249581,5.6,358.0,,Released
110415                                                                                              ,tt1706620,Snowpiercer,Snowpiercer,ko,2013-08-01,2013.0,126.0,39200000.0,86758912.0,47558912.0,14.131906,6.7,2910.0,,Released
169798                                                                                              ,tt2464812,Licks,Licks,en,2013-07-27,2013.0,93.0,0.0,0.0,0.0,0.255933,6.7,3.0,,Released
136850                                                                                              ,tt1510686,Breaking the Girls,Breaking the Girls,en,2013-07-26,2013.0,83.0,0.0,0.0,0.0,2.142248,5.2,26.0,,Released
139519                                                                                              ,tt1929308,Magic Magic,Magic Magic,en,2013-07-26,2013.0,97.0,0.0,0.0,0.0,7.201765,5.2,79.0,,Released
160588                                                                                              ,tt2334873,Blue Jasmine,Blue Jasmine,en,2013-07-25,2013.0,98.0,18000000.0,99206215.0,81206215.0,12.61244,7.0,1126.0,,Released
137968                                                                                              ,tt1714833,Drift,Drift,en,2013-07-23,2013.0,113.0,11000000.0,0.0,-11000000.0,4.121722,5.7,61.0,,Released
146216                                                                                              ,tt1821694,RED 2,RED 2,en,2013-07-18,2013.0,116.0,84000000.0,0.0,-84000000.0,11.04233,6.4,1548.0,,Released
153158                                                                                              ,tt1634003,Underdogs,Metegol,es,2013-07-18,2013.0,106.0,22000000.0,24000000.0,2000000.0,14.347931,6.0,127.0,,Released
172391                                                                                              ,tt1487931,Khumba,Khumba,en,2013-07-18,2013.0,85.0,20000000.0,27187375.0,7187375.0,5.219667,5.8,74.0,,Released
158743                                                                                              ,tt2007360,Computer Chess,Computer Chess,en,2013-07-17,2013.0,91.0,0.0,0.0,0.0,2.826746,6.3,37.0,,Released
159622                                                                                              ,tt2084953,Terms and Conditions May Apply,Terms and Conditions May Apply,en,2013-07-12,2013.0,79.0,0.0,0.0,0.0,3.238145,6.9,74.0,,Released
109418                                                                                              ,tt2191701,Grown Ups 2,Grown Ups 2,en,2013-07-11,2013.0,100.0,80000000.0,246984278.0,166984278.0,9.411725,5.8,1180.0,,Released
154786                                                                                              ,tt3146408,Wavemakers,Le Chant Des Ondes,en,2013-07-06,2013.0,96.0,0.0,0.0,0.0,0.063288,0.0,0.0,,Released
152599                                                                                              ,tt1951181,The Immigrant,The Immigrant,en,2013-07-03,2013.0,117.0,16000000.0,5867686.0,-10132314.0,6.985915,6.2,256.0,,Released
142106                                                                                              ,tt1826813,Petunia,Petunia,en,2013-06-28,2013.0,112.0,0.0,0.0,0.0,1.846272,5.5,6.0,,Released
172897                                                                                              ,tt2201221,Some Girl(s),Some Girl(s),en,2013-06-28,2013.0,90.0,0.0,0.0,0.0,4.86809,5.0,31.0,,Released
137563                                                                                              ,tt2064713,A Band Called Death,A Band Called Death,en,2013-06-27,2013.0,96.0,0.0,125.0,125.0,2.690008,7.1,36.0,,Released
142115                                                                                              ,tt2186781,Five Dances,Five Dances,en,2013-06-19,2013.0,83.0,0.0,0.0,0.0,1.8256,6.6,20.0,,Released
157045                                                                                              ,tt1829057,Winter in the Blood,Winter in the Blood,en,2013-06-14,2013.0,98.0,0.0,0.0,0.0,0.647629,6.0,1.0,,Released
141058                                                                                              ,tt2320073,A Viking Saga: The Darkest Day,A Viking Saga: The Darkest Day,en,2013-06-10,2013.0,82.0,0.0,0.0,0.0,0.06417,3.5,17.0,,Released
169860                                                                                              ,tt2678448,Hey Bartender,Hey Bartender,en,2013-06-07,2013.0,92.0,0.0,0.0,0.0,0.527949,5.3,4.0,,Released
159117                                                                                              ,tt2450186,V/H/S/2,V/H/S/2,en,2013-06-06,2013.0,95.0,0.0,21833.0,21833.0,10.714779,6.0,300.0,,Released
137072                                                                                              ,tt1656194,The Comedian,The Comedian,en,2013-05-31,2013.0,80.0,0.0,0.0,0.0,0.366565,3.7,3.0,,Released
158015                                                                                              ,tt2184339,The Purge,The Purge,en,2013-05-31,2013.0,86.0,3000000.0,89328627.0,86328627.0,23.207663,6.0,2498.0,,Released
119675                                                                                              ,tt1291580,Behind the Candelabra,Behind the Candelabra,en,2013-05-26,2013.0,118.0,23000000.0,15600000.0,-7400000.0,7.339451,6.6,307.0,,Released
152780                                                                                              ,tt2404461,The Past,Le passé,fr,2013-05-17,2013.0,130.0,11000000.0,10631747.0,-368253.0,9.166555,7.1,161.0,,Released
132236                                                                                              ,tt1478804,Four Assassins,Four Assassins,en,2013-05-14,2013.0,83.0,0.0,0.0,0.0,1.247085,3.1,8.0,,Released
153750                                                                                              ,tt2493466,The Complex,Kuroyuri danchi,ja,2013-05-13,2013.0,106.0,0.0,0.0,0.0,1.658179,4.7,25.0,,Released
128081                                                                                              ,tt2133239,I Declare War,I Declare War,en,2013-05-10,2013.0,94.0,0.0,0.0,0.0,1.706329,6.1,28.0,,Released
172729                                                                                              ,tt2356500,An American Terror,An American Terror,en,2013-05-10,2013.0,85.0,200000.0,0.0,-200000.0,0.966123,3.8,2.0,,Released
134812                                                                                              ,tt2140671,Wither,Vittra,sv,2013-05-09,2013.0,95.0,0.0,0.0,0.0,1.419673,5.5,19.0,,Released
166076                                                                                              ,tt2617456,Superman: Unbound,Superman: Unbound,en,2013-05-06,2013.0,75.0,0.0,2915767.0,2915767.0,7.389122,6.6,109.0,,Released
103731                                                                                              ,tt1935179,Mud,Mud,en,2013-05-01,2013.0,130.0,10000000.0,21587700.0,11587700.0,7.881579,7.0,1080.0,,Released
169758                                                                                              ,tt2180571,The Stranger Within,The Stranger Within,en,2013-05-01,2013.0,90.0,800000.0,0.0,-800000.0,3.40629,4.4,25.0,,Released
158914                                                                                              ,tt1951216,The Look of Love,The Look of Love,en,2013-04-26,2013.0,105.0,0.0,0.0,0.0,4.121282,5.2,40.0,,Released
174675                                                                                              ,tt2317225,The Machine,The Machine,en,2013-04-25,2013.0,92.0,0.0,0.0,0.0,5.871579,5.9,336.0,,Released
165739                                                                                              ,tt1551630,Pawn,Pawn,en,2013-04-23,2013.0,88.0,83000000.0,0.0,-83000000.0,4.525671,5.4,54.0,,Released
171427                                                                                              ,tt2642442,Studentfesten,Studentfesten,sv,2013-04-19,2013.0,98.0,0.0,0.0,0.0,0.046452,4.5,7.0,,Released
134374                                                                                              ,tt1980209,Pain & Gain,Pain & Gain,en,2013-04-18,2013.0,130.0,25000000.0,86175291.0,61175291.0,9.218002,6.1,1595.0,,Released
143049                                                                                              ,tt1067765,Adult World,Adult World,en,2013-04-18,2013.0,107.0,0.0,0.0,0.0,4.944783,6.2,141.0,,Released
174371                                                                                              ,tt2393799,Flex Is Kings,Flex Is Kings,en,2013-04-18,2013.0,83.0,0.0,0.0,0.0,0.528214,6.3,2.0,,Released
128201                                                                                              ,tt2350608,Revolution,Revolution,en,2013-04-12,2013.0,90.0,0.0,0.0,0.0,0.737019,4.9,4.0,,Released
160124                                                                                              ,tt2650954,A Long and Happy Life,Долгая счастливая жизнь,ru,2013-04-11,2013.0,77.0,0.0,0.0,0.0,0.627269,6.3,3.0,,Released
168022                                                                                              ,tt2379082,Monster Pies,Monster Pies,en,2013-04-10,2013.0,85.0,0.0,0.0,0.0,0.782851,6.1,15.0,,Released
132344                                                                                              ,tt2209418,Before Midnight,Before Midnight,en,2013-04-05,2013.0,108.0,3000000.0,11176469.0,8176469.0,11.30324,7.3,583.0,,Released
159095                                                                                              ,tt2165859,In Fear,In Fear,en,2013-04-03,2013.0,85.0,0.0,0.0,0.0,3.802031,5.6,88.0,,Released
168814                                                                                              ,tt2738050,Will You Still Love Me Tomorrow?,Will You Still Love Me Tomorrow?,zh,2013-04-03,2013.0,104.0,0.0,0.0,0.0,0.487394,6.4,4.0,,Released
126963                                                                                              ,tt2263944,Dragon Ball Z: Battle of Gods,ドラゴンボールZ 神と神,ja,2013-03-30,2013.0,85.0,0.0,50353002.0,50353002.0,10.834344,6.5,370.0,,Released
168112                                                                                              ,tt2368817,Eskil & Trinidad,Eskil & Trinidad,sv,2013-03-29,2013.0,98.0,4200000.0,0.0,-4200000.0,0.058112,5.5,2.0,,Released
172631                                                                                              ,tt1821426,Family Weekend,Family Weekend,en,2013-03-28,2013.0,105.0,0.0,0.0,0.0,3.931936,6.2,64.0,,Released
159137                                                                                              ,tt2481202,Anita,Anita,en,2013-03-25,2013.0,85.0,0.0,0.0,0.0,0.526905,6.8,5.0,,Released
